name	id
n,n'-diacetylbacilliosaminyl-1-phosphate transferase activity	GO:0102334
3',3'-cyclic gmp-amp synthase activity	GO:0140701
interleukin-12 beta subunit binding	GO:0042163
negative regulation of protein kinase c signaling	GO:0090038
zeaxanthin 2,2'-beta-hydroxylase activity	GO:0102465
[acetyl-coa carboxylase]-phosphatase activity	GO:0050406
mim complex	GO:0140595
activation of mitotic cell cycle spindle assembly checkpoint	GO:0090268
erythrocyte clearance	GO:0034102
isoitalicene synthase activity	GO:0102356
micronucleus	GO:0031040
induction by symbiont of defense-related host map kinase-mediated signal transduction pathway	GO:0052079
regulation of heart rate by hormone	GO:0003064
outer stripe development	GO:0072058
regulation of telomere maintenance via recombination	GO:0032207
negative regulation of response to nutrient levels	GO:0032108
egfr-shc-grb2-sos complex	GO:0070621
glucosinolate glucohydrolase activity	GO:0102799
isopenicillin-n n-acyltransferase activity	GO:0050640
response to ddt	GO:0046680
cellular response to uv-a	GO:0071492
histamine biosynthetic process	GO:0001694
6-beta-hydroxyhyoscyamine epoxidase activity	GO:0047594
arteriole smooth muscle contraction	GO:0014830
aminoacylase activity	GO:0004046
lid2 complex	GO:0048189
structural constituent of albumen	GO:0097099
cellular modified amino acid biosynthetic process	GO:0042398
methylcrotonoyl-coa carboxylase activity	GO:0004485
trisporic acid biosynthetic process	GO:0046842
middle lamella	GO:0009519
methylthiohexylmalate isomerase activity	GO:0103089
hypophosphite dioxygenase activity	GO:0034792
adenylylsulfatase activity	GO:0047627
23s rrna (guanine(745)-n(1))-methyltransferase activity	GO:0052911
posterior midgut invagination	GO:0007374
regulation of transcription from rna polymerase ii promoter in response to biotin starvation	GO:0061420
maml1-rbp-jkappa- icn1 complex	GO:0002193
growth cone filopodium	GO:1990812
n-methyl-3-aminomethylindole n-methyltransferase activity	GO:0102914
nitrate catabolic process	GO:0043602
microfibril binding	GO:0050436
ansamycin metabolic process	GO:0033069
maintenance of dense core granule location	GO:0032257
beta-galactoside alpha-2,6-sialyltransferase activity	GO:0003835
negative regulation of chondrocyte development	GO:0061182
cytoplasmic translational termination	GO:0002184
pyroptosis	GO:0070269
delta1-pyrroline-5-carboxylate synthetase activity	GO:0017084
mrna cleavage and polyadenylation specificity factor complex assembly	GO:0110105
carnosine synthase activity	GO:0047730
group iii intron splicing	GO:0000374
vitamin d metabolic process	GO:0042359
leukotriene production involved in inflammatory response	GO:0002540
2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	GO:0018602
emericellamide a biosynthetic process	GO:1900617
dense fibrillar component	GO:0001651
type iv pilus-dependent motility	GO:0043107
alkylacetylglycerophosphatase activity	GO:0047647
iridophore differentiation	GO:0050935
platelet formation	GO:0030220
chlorophyll catabolic process	GO:0015996
glycolytic process from mannose through fructose-6-phosphate	GO:0061619
dtdp-l-rhamnose synthetase activity	GO:0102030
cell wall glycoprotein biosynthetic process	GO:0031506
sn-glycerol-3-phosphate 1-galactosyltransferase activity	GO:0047279
cyclin k-cdk13 complex	GO:0002945
di-trans,poly-cis-decaprenylcistransferase activity	GO:0008834
crlf-clcf1 complex	GO:0097058
lamellipodium morphogenesis	GO:0072673
phragmoplast microtubule organization	GO:0080175
glucuronosyl-n-acetylglucosaminyl-proteoglycan 4-alpha-n-acetylglucosaminyltransferase activity	GO:0050508
pseudophosphatase activity	GO:0001691
phosphatase inhibitor activity	GO:0019212
clearance of cells from fusion plate by apoptotic process	GO:0060885
sulfolipid metabolic process	GO:0046505
muscular septum morphogenesis	GO:0003150
positive regulation of neuron projection regeneration	GO:0070572
positive regulation of neuron projection development	GO:0010976
traf-mediated signal transduction	GO:0038008
tachykinin receptor binding	GO:0071861
gallate dioxygenase activity	GO:0036238
bundle sheath cell fate specification	GO:0090610
pyranose dehydrogenase (acceptor) activity	GO:0033718
actinomycin lactonase activity	GO:0047615
eriodictyol 2-hydroxylase activity	GO:0102472
exodeoxyribonuclease vii activity	GO:0008855
cyclization of glutamine involved in intein-mediated protein splicing	GO:0019802
geranylgeranyl-diphosphate geranylgeranyltransferase activity	GO:0016767
betanidin 6-o-glucosyltransferase activity	GO:0102893
pre-mrna catabolic process	GO:1990261
hmg box domain binding	GO:0071837
nuclear-transcribed mrna catabolic process, endonucleolytic cleavage-dependent decay	GO:0000294
asparagine-trna ligase activity	GO:0004816
cyanate hydratase activity	GO:0008824
1,2-dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate dehydrogenase activity	GO:0018521
myocardial epithelial involution involved in heart jogging	GO:0003304
positive regulation of transmission of nerve impulse	GO:0051971
regulation of inositol phosphate biosynthetic process	GO:0010919
cell proliferation in bone marrow	GO:0071838
jun kinase binding	GO:0008432
bidentate ribonuclease iii activity	GO:0016443
deoxycytidine kinase activity	GO:0004137
(r)-4-hydroxyphenyllactate dehydrogenase (nadph) activity	GO:0047029
jasmonic acid hydrolase	GO:0120091
tubulin complex	GO:0045298
positive regulation of the force of heart contraction by circulating norepinephrine	GO:0003109
5-hydroxypentanoate coa-transferase activity	GO:0047591
glutamate catabolic process via mesaconate and citramalate	GO:0019671
1-naphthaldehyde:oxygen oxidoreductase activity	GO:0102795
parallel fiber	GO:1990032
kv4.2-kchip4 channel complex	GO:0071195
3,4-dihydroxyfluorene 4,4-alpha-dioxygenase activity	GO:0018562
peregrinol diphosphate synthase activity	GO:0106238
fumarate reductase (nadh) activity	GO:0016156
golgi vesicle uncoating	GO:0048212
axillary shoot meristem initiation	GO:0090506
regulation of polarized epithelial cell differentiation	GO:0030860
diuretic hormone activity	GO:0008613
ribose-5-phosphate-ammonia ligase activity	GO:0050260
anaphase-promoting complex binding	GO:0010997
protoheme ix farnesyltransferase activity	GO:0008495
positive regulation of ovulation	GO:0060279
epicuticle of collagen and cuticulin-based cuticle extracellular matrix	GO:0060105
phosphoribokinase activity	GO:0050195
granulocyte colony-stimulating factor binding	GO:0051916
fructan beta-(2,6)-fructosidase activity	GO:0033949
nucleologenesis	GO:0017126
positive regulation of cell fate commitment	GO:0010455
l-methionine biosynthetic process from homoserine via o-phospho-l-homoserine and cystathionine	GO:0033516
cd70 receptor binding	GO:0042614
cholate 7-alpha-dehydrogenase activity	GO:0008709
3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase activity	GO:0047431
monoprenyl isoflavone epoxidase activity	GO:0050602
indoxyl-udpg glucosyltransferase activity	GO:0050507
metaphase/anaphase transition of meiosis i	GO:1990949
ribose-5-phosphate isomerase activity	GO:0004751
negative regulation of cardiac muscle hypertrophy	GO:0010614
2-oxopent-4-enoate hydratase activity	GO:0008684
halohydrin hydrogen-halide-lyase b activity	GO:0018832
escrt iv complex	GO:1990621
eclosion	GO:0007562
low-density lipoprotein particle clearance	GO:0034383
kievitone hydratase activity	GO:0050015
alcohol-forming fatty acyl-coa reductase activity	GO:0102965
starch utilization system complex	GO:0044570
tetrahydromethanopterin-dependent serine hydroxymethyltransferase activity	GO:0044685
carbon-monoxide dehydrogenase (ferredoxin) activity	GO:0043885
styrene-oxide isomerase activity	GO:0018846
chitin-based cuticle sclerotization by biomineralization	GO:0036340
subtype 3 bombesin receptor binding	GO:0031706
toll-like receptor 10 signaling pathway	GO:0034166
regulation of mitochondrial fission	GO:0090140
protein stearoylation	GO:0140438
glucose oxidase activity	GO:0046562
protein digestion	GO:0044256
6-phosphogluconolactonase activity	GO:0017057
2,4-dihydroxyhept-2-ene-1,7-dioate aldolase activity	GO:0018802
phosphoenolpyruvate mutase activity	GO:0050188
calcium-independent cell-matrix adhesion	GO:0007161
guanyl nucleotide exchange factor inhibitor activity	GO:1990624
regulation of syncytium formation by plasma membrane fusion	GO:0060142
2-hydroxyisobutyrate decarboxylase activity	GO:0018794
molybdenum cofactor cytidylyltransferase activity	GO:0061602
ent-copalyl diphosphate synthase activity	GO:0009905
adult chitin-based cuticle development	GO:0008365
hfe-transferrin receptor complex	GO:1990712
peroxynitrite reductase activity	GO:0072541
jasmonate-amino synthetase activity	GO:0080123
semaphorin receptor complex	GO:0002116
acyl-[acyl-carrier-protein]-udp-n-acetylglucosamine o-acyltransferase activity	GO:0008780
single-strand break-containing dna binding	GO:1990165
arginase activity	GO:0004053
brca1-c complex	GO:0070533
threonine homeostasis	GO:0090460
threonine synthase activity	GO:0004795
pyloric antrum smooth muscle contraction	GO:0120065
anchored component of plasma membrane	GO:0046658
mechanosensory lateral line system development	GO:0048881
hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity	GO:0043802
leucosome	GO:0043699
uronate dehydrogenase activity	GO:0050388
secondary cell wall cellulose synthase complex	GO:0044568
thrombospondin receptor activity	GO:0070053
endosome lysis involved in viral entry into host cell	GO:0075514
slac complex	GO:0140224
2-hydroxy-3-carboxy-benzalpyruvate hydratase-aldolase activity	GO:0034529
mesenchymal to epithelial transition	GO:0060231
hydroxydechloroatrazine ethylaminohydrolase activity	GO:0018763
planar cell polarity pathway involved in outflow tract morphogenesis	GO:0061347
phosphoribosylglycinamide formyltransferase 2 activity	GO:0043815
puma-bcl-2 complex	GO:0097142
endochondral ossification	GO:0001958
replacement ossification	GO:0036075
sensory perception of wind	GO:0071063
5-(carboxyamino)imidazole ribonucleotide synthase activity	GO:0034028
positive regulation of transcription from rna polymerase ii promoter in response to hypoxia	GO:0061419
gallate decarboxylase activity	GO:0018798
aminocarboxymuconate-semialdehyde decarboxylase activity	GO:0001760
2,4-dichlorophenoxyacetate dehalogenase activity	GO:0018703
gamma-glutamyl carboxylase activity	GO:0008488
l-fuconate dehydratase activity	GO:0050023
nitronate monooxygenase (fmn-linked) activity	GO:0036434
peptidyl-phenylalanine bromination to l-4'-bromophenylalanine	GO:0018399
prostaglandin h2 endoperoxidase reductase activity	GO:0036130
thioacetamide s-oxygenase activity	GO:0034873
anterior semicircular canal development	GO:0060873
3-hydroxypropionyl-coa dehydratase activity	GO:0043956
alpha5-beta1 integrin-endostatin complex	GO:0071115
2,4-dihydroxy-7-methoxy-2h-1,4-benzoxazin-3(4h)-one 2-d-glucosyltransferase activity	GO:0047254
cyclohexyl-isocyanide hydratase activity	GO:0050549
integrin alpham-beta2 complex	GO:0034688
regulation of cytolysis in other organism involved in symbiotic interaction	GO:0051802
pou domain binding	GO:0070974
exochitinase activity	GO:0035885
phosphatidylcholine-sterol o-acyltransferase activity	GO:0004607
nucleoside ribosyltransferase activity	GO:0050147
l-lysine alpha-aminotransferase	GO:0062045
alpha-l-arabinofuranosidase activity	GO:0046556
5-pyridoxate dioxygenase activity	GO:0047592
(s)-scoulerine 9-o-methyltransferase activity	GO:0030777
threo-3-hydroxyaspartate ammonia-lyase activity	GO:0030848
cellodextrin phosphorylase activity	GO:0050102
ap-1 adaptor complex binding	GO:0035650
hyaluranon cable assembly	GO:0036118
transcription factor tfiiib complex assembly	GO:0070217
dgdp metabolic process	GO:0046066
semicircular canal fusion	GO:0060879
anaerobic fructose catabolic process	GO:0019325
fucose catabolic process	GO:0019317
[acetyl-coa carboxylase] kinase activity	GO:0050405
orsellinate-depside hydrolase activity	GO:0050160
mrna 3'-end processing by stem-loop binding and cleavage	GO:0006398
hemoglobin beta binding	GO:0031722
basal layer of collagen and cuticulin-based cuticle extracellular matrix	GO:0060110
eukaryotic translation initiation factor 3 complex, eif3e	GO:0071540
sphingosine n-acyltransferase activity	GO:0050291
4alpha-hydroxymethyl-5alpha-cholesta-7,24-dien-3beta-ol-4alpha-methyl oxidase activity	GO:0102189
peptidyl-aspartic acid carboxylation	GO:0019803
10-hydroxygeraniol oxidoreductase activity	GO:0102967
ubiquitin-dependent protein catabolic process via the c-end degron rule pathway	GO:0140627
s-layer	GO:0030115
thioethanolamine s-acetyltransferase activity	GO:0050336
k11-linked polyubiquitin modification-dependent protein binding	GO:0071795
phenylalanine racemase (atp-hydrolyzing) activity	GO:0047462
ent-kaurene synthase activity	GO:0009899
[myelin basic protein]-arginine n-methyltransferase activity	GO:0016277
3-deoxy-d-glycero-d-galacto-2-nonulosonic acid hydrolase activity	GO:0052791
10-oxogeraniol oxidoreductase activity	GO:0102969
2'-deoxymugineic-acid 2'-dioxygenase activity	GO:0033760
dipyrrin biosynthetic process	GO:0018161
3-oxoadipyl-coa thiolase activity	GO:0033812
cobalt-factor ii c20-methyltransferase activity	GO:0043781
cell wall polysaccharide metabolic process	GO:0010383
map kinase kinase kinase kinase activity	GO:0008349
negative regulation of hair follicle development	GO:0051799
neuronal-glial interaction involved in cerebral cortex radial glia guided migration	GO:0021812
ventricular septum intermedium development	GO:0003282
(-)-borneol dehydrogenase activity	GO:0047503
maintenance of plastid location	GO:0051688
meiotic spindle formation (spindle phase two)	GO:0140642
meiotic spindle assembly	GO:0090306
cytoskeletal regulatory protein binding	GO:0005519
coa-glutathione reductase activity	GO:0050452
cleavage in its2 between 5.8s rrna and lsu-rrna of tricistronic rrna transcript (ssu-rrna, 5.8s rrna, lsu-rrna)	GO:0000448
epigenetic reader	GO:0140566
cyclohexanol dehydrogenase activity	GO:0018460
mast cell cytokine production	GO:0032762
galactinol-raffinose galactosyltransferase activity	GO:0047268
rcaf complex	GO:0035059
positive regulation of hyaluronan biosynthetic process	GO:1900127
protein-lysine lysylation	GO:0071915
triglyceride-sterol o-acyltransferase activity	GO:0047197
paranode region of axon	GO:0033270
3'-tyrosyl-dna phosphodiesterase activity	GO:0017005
glutamine-phenylpyruvate transaminase activity	GO:0047316
galactosylgalactosylglucosylceramide beta-d-acetylgalactosaminyltransferase activity	GO:0047273
cellular sulfide ion homeostasis	GO:0070219
memory t cell extravasation	GO:0035683
6-aminohexanoate transaminase activity	GO:0018719
dimethylpropiothetin dethiomethylase activity	GO:0047869
polyadenylation-dependent snorna 3'-end processing	GO:0071051
organic acid binding	GO:0043177
ttp reductase activity	GO:0051064
optic chiasma development	GO:0061360
2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone methyltransferase activity	GO:0043431
positive regulation of cell adhesion	GO:0045785
syringetin 7-o-methyltransferase activity	GO:0102441
mitochondrion-plasma membrane adaptor activity	GO:0140443
negative regulation of signal transduction involved in conjugation with cellular fusion	GO:0060240
diaminobutyrate acetyltransferase activity	GO:0033816
alpha-amylase activity (releasing maltohexaose)	GO:0103025
granulocyte colony-stimulating factor receptor binding	GO:0005130
4-ketotorulene 3-hydroxylase activity	GO:0052609
liver morphogenesis	GO:0072576
protein initiator methionine removal	GO:0070084
nephrocyte filtration	GO:0097206
1-alkylglycerophosphocholine o-acyltransferase activity	GO:0047191
gamma-butyrobetaine dioxygenase activity	GO:0008336
cyanidin 3-o-glucoside 5-o-glucosyltransferase (acyl-glucose dependent) activity	GO:0102506
integrin alpha1-beta1 complex	GO:0034665
lactosylceramide 4-alpha-galactosyltransferase activity	GO:0050512
peptidyl-cysteine s-acetylation	GO:0018219
2-methylhex-2-enoyl-coa hydratase activity	GO:0034917
glucan 1,3-alpha-glucosidase activity	GO:0033919
formylglycine-generating oxidase activity	GO:0120147
primary oocyte stage	GO:0048159
1,2-diacylglycerol 3-beta-galactosyltransferase activity	GO:0046509
eclosion hormone activity	GO:0008031
ceramide cholinephosphotransferase activity	GO:0047493
acetate coa-transferase activity	GO:0008775
leaf pavement cell development	GO:0090436
apical ectoplasmic specialization	GO:0061831
6-methylthiohexyldesulfoglucosinolate sulfotransferase activity	GO:0103104
protein c inhibitor-plau complex	GO:0036027
protein localization to juxtaparanode region of axon	GO:0071205
interleukin-17f production	GO:0097088
positive regulation of metanephric glomerulus development	GO:0072300
guanosine-diphosphatase activity	GO:0004382
eoxin d4 synthase activity	GO:0097262
3alpha,7alpha,12beta-trihydroxy-5beta-cholanate dehydrogenase activity	GO:0047521
thiamine diphosphokinase activity	GO:0004788
apolipoprotein binding	GO:0034185
mitochondrial alpha-ketoglutarate dehydrogenase complex	GO:0005947
positive regulation of root hair elongation	GO:1902892
regulation of cerebellar neuron development	GO:1905079
positive regulation of detection of mechanical stimulus involved in sensory perception of touch	GO:1905789
oncostatin-m-mediated signaling pathway	GO:0038165
diamine n-acetyltransferase complex	GO:1990235
anammoxosome	GO:0044222
positive regulation of central b cell deletion	GO:0002900
integral component of chloroplast inner membrane	GO:0031357
fluconazole transmembrane transporter activity	GO:0015244
fluconazole transport	GO:0015903
phosphatidylcholine transfer activity	GO:0120019
phosphatidylcholine binding	GO:0031210
nags/nagk complex	GO:0106098
chromosome, telomeric repeat region	GO:0140445
regulation of focal adhesion assembly	GO:0051893
phospholipid transfer activity	GO:0120014
positive regulation of mammary stem cell proliferation	GO:2000103
acetate transmembrane transporter activity	GO:0015123
histone mrna stem-loop binding complex	GO:0062073
malonate(1-) transmembrane transporter activity	GO:1901239
malonic acid transmembrane transport	GO:1901553
leptin receptor activity	GO:0038021
pexophagy	GO:0000425
tryptophan transport	GO:0015827
regulation of sarcomere organization	GO:0060297
negative regulation of sexual sporulation resulting in formation of a cellular spore	GO:0043942
neuroblast fate specification	GO:0014018
l-kynurenine metabolic process	GO:0097052
horsetail-astral microtubule array	GO:0032117
regulation of mrna stability involved in response to stress	GO:0010610
autolysosome membrane	GO:0120281
embryonic placenta morphogenesis	GO:0060669
chromosome, centromeric outer repeat region	GO:0034507
regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway	GO:1903381
interphase mitotic telomere clustering	GO:0120110
regulation of cardiac muscle tissue growth	GO:0055021
negative regulation of erythrocyte enucleation	GO:0061932
regulation of insulin secretion involved in cellular response to glucose stimulus	GO:0061178
cellular response to lipoprotein particle stimulus	GO:0071402
hexose transmembrane transport	GO:0008645
regulation of transport across blood-brain barrier	GO:0150200
negative regulation of chemokine activity	GO:1900137
regulation of spermatid nuclear differentiation	GO:0045700
positive regulation of oogenesis	GO:1905881
fluoride transmembrane transporter activity	GO:1903425
fluoride transmembrane transport	GO:1903424
regulation of intracellular protein transport	GO:0033157
asymmetric protein localization involved in cell fate determination	GO:0045167
axonemal central apparatus assembly	GO:1904158
ommatidial rotation	GO:0016318
extrinsic component of plastid membrane	GO:0035452
regulation of mitotic cohesin unloading	GO:1905410
positive regulation of granulocyte colony-stimulating factor production	GO:0071657
regulation of male germ-line stem cell asymmetric division	GO:1904838
tubuloglomerular feedback	GO:0003098
regulation of antifungal peptide production	GO:0002788
sphingolipid transfer activity	GO:0120016
sphingolipid binding	GO:0046625
translation at synapse	GO:0140241
negative regulation of formation of translation initiation ternary complex	GO:1901191
cellular response to steroid hormone stimulus	GO:0071383
negative regulation of cytokinesis, actomyosin contractile ring assembly	GO:2000432
regulation of synaptic vesicle endocytosis	GO:1900242
positive regulation of receptor-mediated virion attachment to host cell	GO:1902736
glutamate-cysteine ligase complex	GO:0017109
postsynaptic membrane assembly	GO:0097104
negative regulation of astrocyte activation	GO:0061889
cytoplasmic chromosome	GO:0000229
negative regulation of mitotic cytokinetic process	GO:1903437
abc-type thiosulfate transporter activity	GO:0102025
thiosulfate transport	GO:0015709
cleistothecium formation	GO:0062248
regulation of dna ligase activity	GO:1904875
abc-type phosphonate transporter activity	GO:0015416
organic phosphonate transport	GO:0015716
negative regulation of dna ligase activity	GO:1904876
negative regulation of lens epithelial cell proliferation	GO:2001110
abducens nerve formation	GO:0021599
stereocilium coat	GO:0120234
nalidixic acid transmembrane transporter activity	GO:0015547
nalidixic acid transport	GO:0015896
ureter epithelial cell differentiation	GO:0072192
regulation of exocyst assembly	GO:0001928
glutamate binding	GO:0016595
host cell nuclear inner membrane	GO:0044201
d-amino-acid dehydrogenase complex	GO:0009324
dystrobrevin complex	GO:0016014
transition metal ion transport	GO:0000041
sulfurated eukaryotic molybdenum cofactor(2-) metabolic process	GO:1902755
telomerase holoenzyme complex	GO:0005697
head involution	GO:0008258
ccr4-not core complex	GO:0030015
dicarboxylic acid transmembrane transporter activity	GO:0005310
dicarboxylic acid transport	GO:0006835
negative regulation of vesicle docking	GO:0106021
leading edge cell fate commitment	GO:0035027
positive regulation of exosomal secretion	GO:1903543
negative regulation of pupariation	GO:0106024
chitosome	GO:0045009
histone methyltransferase activity (h3-k79 specific)	GO:0031151
regulation of cenp-a containing nucleosome assembly	GO:1903097
positive regulation of peroxidase activity	GO:2000470
negative regulation of type i interferon-mediated signaling pathway	GO:0060339
lithocholic acid binding	GO:1902121
lytic vacuole within protein storage vacuole	GO:0000327
regulation of torc1 signaling	GO:1903432
dermatan sulfate biosynthetic process	GO:0030208
dermatan sulfate proteoglycan biosynthetic process	GO:0050651
meiotic dna double-strand break processing involved in reciprocal meiotic recombination	GO:0010705
negative regulation of cell chemotaxis to fibroblast growth factor	GO:1904848
cyclin-dependent protein serine/threonine kinase inhibitor activity	GO:0004861
regulation of ascospore wall chitin biosynthetic process	GO:0034223
positive regulation of activation-induced cell death of t cells	GO:0070237
negative regulation of xenobiotic detoxification by transmembrane export across the plasma membrane	GO:1905700
olfactory placode formation	GO:0030910
negative regulation of transforming growth factor beta activation	GO:1901389
negative regulation of endoribonuclease activity	GO:0060702
negative regulation of protein insertion into mitochondrial outer membrane	GO:1903637
positive regulation of mesenchymal cell proliferation involved in ureter development	GO:2000729
positive regulation of lys63-specific deubiquitinase activity	GO:1903007
melanosome membrane	GO:0033162
pngase complex	GO:0120125
protein deglycosylation involved in glycoprotein catabolic process	GO:0035977
auxin efflux transmembrane transporter activity	GO:0010329
negative regulation of histone demethylase activity (h3-k4 specific)	GO:1904174
regulation of antipodal cell differentiation	GO:0045688
plasma membrane respiratory chain complex iv assembly	GO:0033618
negative regulation of hydrogen peroxide-induced cell death	GO:1903206
negative regulation of oviposition	GO:1901045
sister chromosome movement towards spindle pole involved in meiotic sister chromatid segregation	GO:0051759
integrin binding involved in cell-matrix adhesion	GO:0098640
metalloendopeptidase inhibitor activity	GO:0008191
positive regulation of ribosomal subunit export from nucleus	GO:2000202
negative regulation of cytokine-mediated signaling pathway	GO:0001960
extrinsic component of mitochondrial outer membrane	GO:0031315
negative regulation of wnt signaling pathway	GO:0030178
metanephric juxtaglomerulus cell fate commitment	GO:0072253
negative regulation of embryo sac central cell differentiation	GO:0045692
glucose-6-phosphate transmembrane transporter activity	GO:0015152
glucose-6-phosphate transport	GO:0015760
voltage-gated potassium channel activity involved in bundle of his cell action potential repolarization	GO:0086087
membrane repolarization during bundle of his cell action potential	GO:0086050
hepatocyte growth factor receptor signaling pathway	GO:0048012
negative regulation of iron ion transmembrane transporter activity	GO:1904255
serotonin-activated cation-selective channel complex	GO:1904602
positive regulation of termination of rna polymerase i transcription	GO:2000732
dihydrofolate biosynthetic process	GO:0006761
aldonate transmembrane transporter activity	GO:0042879
aldonate transmembrane transport	GO:0042873
intrinsic component of periplasmic side of cell outer membrane	GO:0031246
acetate ester transmembrane transporter activity	GO:1901375
acetate ester transport	GO:1901374
primary cell septum	GO:0000936
negative regulation of animal organ morphogenesis	GO:0110111
ephrin receptor signaling pathway	GO:0048013
pollen tube	GO:0090406
regulation of snorna processing	GO:1902796
maintenance of kidney identity	GO:0072005
beta-glucan transmembrane transporter activity	GO:0015160
arginine transmembrane transport	GO:1903826
positive regulation of fc-gamma receptor signaling pathway involved in phagocytosis	GO:1905451
lysophospholipid:sodium symporter activity	GO:0051978
lysophospholipid transport	GO:0051977
spermine transmembrane transport	GO:1903710
myoblast differentiation involved in skeletal muscle regeneration	GO:0014835
negative regulation of oogenesis	GO:1905880
anterior lateral line nerve glial cell differentiation	GO:0048913
specification of segmental identity, maxillary segment	GO:0007382
positive regulation of transcription elongation from rna polymerase ii promoter	GO:0032968
substrate localization to autophagosome	GO:0061753
positive regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	GO:0061297
positive regulation of mitotic cytokinetic process	GO:1903438
regulation of erythrocyte enucleation	GO:0061930
quinolinate biosynthetic process	GO:0019805
negative regulation of cd4-positive, cd25-positive, alpha-beta regulatory t cell differentiation involved in immune response	GO:0032833
regulation of juvenile hormone secretion	GO:0007558
spermatogonial cell division	GO:0007284
mitochondrial electron transport, ubiquinol to cytochrome c	GO:0006122
postsynaptic endocytic zone cytoplasmic component	GO:0099631
right anterior basal body	GO:1902672
abc-type fatty-acyl-coa transporter activity	GO:0015607
fatty-acyl-coa transport	GO:0015916
glycerate transmembrane transporter activity	GO:1901974
glycerate transmembrane transport	GO:1901975
polyol transmembrane transporter activity	GO:0015166
polyol transport	GO:0015791
abc-type oligogalacturonide transporter activity	GO:0033154
oligogalacturonide transport	GO:0033156
l-idonate transmembrane transporter activity	GO:0015568
l-idonate transmembrane transport	GO:0015726
chlorate transmembrane transporter activity	GO:0015107
chlorate transport	GO:0015702
regulation of adenylate cyclase-activating glucose-activated g protein-coupled receptor signaling pathway	GO:0110033
sorbitol transport	GO:0015795
regulation of arp2/3 complex-mediated actin nucleation	GO:0034315
voltage-gated potassium channel activity involved in purkinje myocyte action potential repolarization	GO:0086088
membrane repolarization during purkinje myocyte action potential	GO:0086051
cellular response to superoxide	GO:0071451
ventral spinal cord interneuron fate commitment	GO:0060579
c-x-c motif chemokine 12 receptor activity	GO:0038147
regulation of microtubule nucleation	GO:0010968
positive regulation of inhibitory postsynaptic potential	GO:0097151
negative regulation of oxidative phosphorylation uncoupler activity	GO:2000276
alpha9-beta1 integrin-adam1 complex	GO:0071052
atrial septum primum morphogenesis	GO:0003289
regulation of b cell deletion	GO:0002867
negative regulation of peripheral b cell deletion	GO:0002909
peptidoglycan transport	GO:0015835
regulation of t cell activation via t cell receptor contact with antigen bound to mhc molecule on antigen presenting cell	GO:2001188
positive regulation of mitotic spindle formation (spindle phase one)	GO:0110161
protein import into mitochondrial matrix	GO:0030150
mating projection formation	GO:0031382
positive regulation of adiponectin secretion	GO:0070165
neurotransmitter receptor diffusion trapping	GO:0099628
glycolate oxidase complex	GO:0009339
regulation protein catabolic process at synapse	GO:0140250
regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process	GO:0140193
regulation of sumo transferase activity	GO:1903182
axial mesoderm formation	GO:0048320
acrosomal matrix	GO:0043159
negative regulation of root hair elongation	GO:1902891
response to nitric oxide	GO:0071731
negative regulation of hemocyte proliferation	GO:0035207
pyruvate dehydrogenase (nad+) activity	GO:0034604
polyphosphate kinase complex	GO:0009358
rhombomere 1 development	GO:0021567
nucleotide transmembrane transport	GO:1901679
regulation of metanephric ureteric bud development	GO:2001074
cellular response to high density lipoprotein particle stimulus	GO:0071403
inorganic anion transport	GO:0015698
negative regulation of fc-gamma receptor signaling pathway involved in phagocytosis	GO:1905450
regulation of rna polymerase ii transcription preinitiation complex assembly	GO:0045898
abc-type cadmium transporter activity	GO:0015434
cadmium ion transmembrane transport	GO:0070574
nadph oxidase complex	GO:0043020
l-aspartate transmembrane transport	GO:0070778
regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	GO:0072304
alphav-beta3 integrin-tumstatin complex	GO:0071114
positive regulation of polynucleotide 3'-phosphatase activity	GO:1901969
germ-band shortening	GO:0007390
positive regulation of histone deacetylase activity	GO:1901727
dopamine:sodium symporter activity	GO:0005330
response to arsenic-containing substance	GO:0046685
epidermal growth factor receptor signaling pathway involved in lung development	GO:0060507
dorsal closure, leading edge cell differentiation	GO:0046663
chaperone-mediated autophagy translocation complex assembly	GO:1904763
regulation of seed germination	GO:0010029
fumarate transmembrane transporter activity	GO:0015138
fumarate transport	GO:0015741
regulation of transcription initiation from rna polymerase ii promoter	GO:0060260
myoblast fate determination involved in skeletal muscle regeneration	GO:0014837
tricarboxylic acid transmembrane transporter activity	GO:0015142
tricarboxylic acid transmembrane transport	GO:0035674
retinol transmembrane transporter activity	GO:0034632
negative regulation of retina development in camera-type eye	GO:1902867
atpase-coupled hydroxyectoine transmembrane transporter activity	GO:0033288
hydroxyectoine transport	GO:0033308
cell plate	GO:0009504
response to ethanol	GO:0045471
male germ-line cyst encapsulation	GO:0048140
